Intake KPI 'MVP' has no implementation in any service or route. | 6 | G6 | invoicetool_s05_make_payments_wire_stripe_payment_processing_using_boi, invoicetool_s08_email_notifications_for_invoice_status, invoicetool_s08_email_notifications_for_invoice_status_wire_mailerlite_email_notifications_usin, wynwood_thoroughbreds_p1, wynwood_thoroughbreds_p1_contentpage
Test cases appear to be artificially constructed without effectively validating integrated services functionality. | 1 | G2 | ai_workforce_intelligence
Hardcoded API endpoint in frontend. | 1 | G2 | ai_workforce_intelligence
Missing authentication dependency in route. | 1 | G2 | ai_workforce_intelligence
Duplicate model definition for KPIData. | 1 | G2 | ai_workforce_intelligence
Test references non-existent endpoint '/api/reports/1/download'. | 1 | G2 | ai_workforce_intelligence
Service for generating KPI visualizations and charts not requested in intake. | 1 | G2 | ai_workforce_intelligence
Client ID is hardcoded in tests. | 1 | G2 | ai_workforce_intelligence
Advanced analytics beyond the phase 1 scope. | 1 | G2 | ai_workforce_intelligence
Redundant code in handling KPIData entries. | 1 | G2 | ai_workforce_intelligence
Missing `business/frontend/pages/*.jsx` file | 1 | G2 | ai_workforce_intelligence
Missing `business/backend/routes/*.py` file | 1 | G2 | ai_workforce_intelligence
Incorrect use of `owner_id` hardcoded | 1 | G2 | ai_workforce_intelligence
Custom implementation of JSON conversion | 1 | G2 | ai_workforce_intelligence
There is a missing method that should handle the horse's breeding data, even though a method call is made to update it. | 1 | G2 | wynwood_thoroughbreds_p1
Required frontend pages in the build output did not match the expected structure. | 1 | G2 | ai_workforce_intelligence
The enhanced AI report generation is not within the scope outlined in the intake. | 1 | G2 | ai_workforce_intelligence
Required validation fields are not enforced as per the intake requirements for creating clients. | 1 | G2 | ai_workforce_intelligence
Addition of the `status` property represents new functionality outside of the specified scope. | 1 | G2 | ai_workforce_intelligence
The `status` column represents new functionality not specified in the intake. | 1 | G2 | ai_workforce_intelligence
SQLAlchemy and other standard library modules should not be included as external dependencies. | 1 | G2 | ai_workforce_intelligence
The addition of `status` represents new functionality outside of the specified scope. | 1 | G2 | ai_workforce_intelligence
The employee comparison component introduces new functionality not included in the initial intake. | 1 | G2 | ai_workforce_intelligence
The inclusion of extensive fields in the model potentially exceeds intake specifications. | 1 | G2 | ai_workforce_intelligence
The structure of the Assessment model includes excessive fields beyond the intake requirements. | 1 | G2 | ai_workforce_intelligence
Inclusion of fields in the report model that don't align with the core required functionality specified in the intake. | 1 | G2 | ai_workforce_intelligence
Generating detailed reports cannot be included as a feature beyond the scope of the intake. | 1 | G2 | ai_workforce_intelligence
The Trend Analysis component implements features not outlined in the intake. | 1 | G2 | ai_workforce_intelligence
The inclusion of the `status` column implies functionality that was not specified in the intake. | 1 | G2 | ai_workforce_intelligence
Enhanced features related to KPI calculations are beyond the specified requirements in the intake. | 1 | G2 | ai_workforce_intelligence
The Dashboard component structure does not align with the expected design as outlined in the intake. | 1 | G2 | ai_workforce_intelligence
The inclusion of the `status` field constitutes additional functionality not required in the intake. | 1 | G2 | ai_workforce_intelligence
The model includes fields that suggest additional functionality not specified in intake (e.g., a `description` field). | 1 | G2 | ai_workforce_intelligence
Inclusion of `ttc_data`, `pdpt_data`, `rpl_data`, etc., implies additional reporting functionalities beyond the intake. | 1 | G2 | ai_workforce_intelligence
The sync method is trying to use a non-existent `sync_data` function of the `HRISService`. | 1 | G2 | ai_workforce_intelligence
The API ingestion is supposed to be formalized with more precision for HRIS data as per intake requirements. | 1 | G2 | ai_workforce_intelligence
The build uses a simulated approach to sync HRIS data rather than directly integrating with specified APIs. | 1 | G2 | ai_workforce_intelligence
Including `detailed_analysis` and `action_plan` templates for reports which was not specified in the intake. | 1 | G2 | ai_workforce_intelligence
The absence of test files | 1 | G2 | property_manager_maintenance_scheduler
The `generate_report` function does not handle scenarios where the report format is not specified or is null. | 1 | G2 | ai_workforce_intelligence
The "ai_readiness" default value in `assessmentData` is set to 1, which may cause logical errors if the client does not progress beyond the first step. | 1 | G2 | ai_workforce_intelligence
Recommendations endpoint (`/api/assessments/${assessmentId}/recommendations`) is used without verification of its availability or implementation in the backend. | 1 | G2 | ai_workforce_intelligence
The function `create_assessment` does not validate AI readiness factors or calculate the `overall_score` correctly. | 1 | G2 | ai_workforce_intelligence
The calculation for `overallScore` does not consider empty categories correctly when calculating averages. | 1 | G2 | ai_workforce_intelligence
The KPI weights exceed the implied standard weight limits in the intake requirements. | 1 | G2 | ai_workforce_intelligence
The inclusion of specific category scores (like productivity, engagement) not specified in the intake. | 1 | G2 | ai_workforce_intelligence
Mock data is being returned instead of actual database queries. | 1 | G2 | ai_workforce_intelligence
Division by zero check is incomplete; edge case where `totalWeight` is zero could crash the application if `validMetrics` is not zero. | 1 | G2 | ai_workforce_intelligence
The weights in the KPI definition don't have a total exactly equal to 1.0. | 1 | G2 | ai_workforce_intelligence
Multi-client data isolation requirement not enforced; services do not verify the client ID association with the consultant. | 1 | G2 | ai_workforce_intelligence
The `sync_hris_data` function does not properly handle cases where HRIS data fetch might fail. | 1 | G2 | ai_workforce_intelligence
In the `calculateOverallScore` function, the conditional check `validMetrics.length === 0` is unnecessary in the return statement as it's already checked and would avoid division by zero earlier. | 1 | G2 | ai_workforce_intelligence
The Joi schema for `kpi_scores` allows minimal validation; properties like `actual_value` and `target_value` should potentially be mandatory to prevent logical errors. | 1 | G2 | ai_workforce_intelligence
Mock ID generation adds 1 to the length of data, which can cause duplicate IDs. | 1 | G2 | ai_workforce_intelligence
Fixed assessment ID is used in API call for submitting assessment data, which should be dynamic or at least validated. | 1 | G2 | ai_workforce_intelligence
The mock scoring logic may not accurately represent the complexity needed for the KPI scoring engine. | 1 | G2 | ai_workforce_intelligence
Assessment step uses hardcoded consultant ID. | 1 | G2 | ai_workforce_intelligence
Reports are generated with a mock implementation and hardcoded data, which does not adhere to required report generation pipeline. | 1 | G2 | ai_workforce_intelligence
Inclusion of extraneous dependencies related to UI enhancements that were not specified in the intake. | 1 | G2 | ai_workforce_intelligence
The variable `ai_adoption_score` is used without declaration, potentially leading to an error. | 1 | G2 | ai_workforce_intelligence
Some keys such as 'immediate_actions', 'short_term_priorities', and 'long_term_strategy' are not explicitly mentioned as required in the intake but are being generated. | 1 | G2 | ai_workforce_intelligence
Test files are present, which were not explicitly mentioned in the current phase requirements. | 1 | G2 | ai_workforce_intelligence
The implementation uses in-memory storage for reports (reports_db). | 1 | G2 | ai_workforce_intelligence
Direct database connection setup and management. | 1 | G2 | ai_workforce_intelligence
Direct usage of hardcoded client data for selection and workflows. | 1 | G2 | ai_workforce_intelligence
The `tenant_id` string is incorrectly hardcoded instead of being passed from the user context. | 1 | G2 | wynwood_thoroughbreds_p1_member
The route does not correctly match implementation expectations based on intake requirements. | 1 | G2 | wynwood_thoroughbreds_p1_member
The presence of an extra state management system for the member model is not mentioned in the intake requirements. | 1 | G2 | wynwood_thoroughbreds_p1_member
Non-compliance with expectations for defining all necessary dependencies explicitly mentioned in the intake requirements. | 1 | G2 | wynwood_thoroughbreds_p1_member
The `submitPayment` function uses `this.currentUser.email`, but `this.currentUser` is not defined in the scope of the PaymentProcessor class. | 1 | G2 | wynwood_thoroughbreds
The README document mentions a "horse adoption" theme, which seems out of context for the "Wynwood Thoroughbreds" project that centers around horse ownership syndicates. | 1 | G2 | wynwood_thoroughbreds
Missing `README-INTEGRATION.md` file | 1 | G2 | ai_workforce_intelligence
The models in the `business/backend/models` directory and route definitions in `business/backend/routes` are inconsistent. | 1 | G2 | ai_workforce_intelligence
The `download_report` function directly returns a formatted string instead of generating a downloadable file. | 1 | G2 | ai_workforce_intelligence
Duplicate `Client` class definitions and potential conflicts across files. | 1 | G2 | ai_workforce_intelligence
The function definition references wrong endpoints or lacks proper data structure validations. | 1 | G2 | ai_workforce_intelligence
Missing required frontend pages (.jsx files). | 1 | G2 | ai_workforce_intelligence
The `README-INTEGRATION.md` file is missing. | 1 | G2 | ai_workforce_intelligence
Temporary file used in the `download_report` function is not being deleted after use. | 1 | G2 | ai_workforce_intelligence
`competency_rating_scores` is improperly handled as a string when converting JSON. | 1 | G2 | ai_workforce_intelligence
No `*.jsx` files found in the specified directory for the frontend pages. | 1 | G2 | ai_workforce_intelligence
One or more route files are present, but the routing pattern seems inconsistent. | 1 | G2 | ai_workforce_intelligence
There is a test suite written for `workforce analysis`, which is not mentioned in the intake requirements. | 1 | G2 | ai_workforce_intelligence
The `getAccessToken` function is currently returning a hardcoded "mock-token". | 1 | G2 | ai_workforce_intelligence
Tests reference endpoints "/api/workforce-data" and "/api/kpi-insights" that do not exist in the backend routes provided. | 1 | G2 | ai_workforce_intelligence
The function `calculateScore` does not handle the case where `getAccessToken()` might fail and return an error. | 1 | G2 | ai_workforce_intelligence
Unexpected second package files were found outside the `business` folder, which may lead to confusion about the primary package configuration. | 1 | G2 | ai_workforce_intelligence
The use of the variable `config.unit` is incorrect within the template literal. | 1 | G2 | ai_workforce_intelligence
The API lacks an endpoint related to the creation and management of clients, assessments, and reports as implied by the intake for full integration with the front end. | 1 | G2 | ai_workforce_intelligence
The main application component file (`App.jsx`) is not explicitly located within the `business/frontend` folder. | 1 | G2 | ai_workforce_intelligence
The health check endpoint URL does not match with the test endpoint in `test_main.py` (`"/health"` is used in the test while `"/"` is defined in the implementation). | 1 | G2 | ai_workforce_intelligence
The `business/README-INTEGRATION.md` file is missing, this does not affect functionality but fails to meet the required structure. | 1 | G2 | ai_workforce_intelligence
The test is calling the wrong endpoint URL. | 1 | G2 | ai_workforce_intelligence
There is no file in the `business/backend/routes/` directory, which is mandatory per the requirements. | 1 | G2 | ai_workforce_intelligence
The test file includes unnecessary endpoints that are not part of the intake requirements. | 1 | G2 | ai_workforce_intelligence
API endpoints used in the frontend (`/api/example/clients`, `/api/example/kpi-definitions`) need to be prefixed with actual base API path as defined in backend setup. | 1 | G2 | ai_workforce_intelligence
Hardcoded KPI definitions in the endpoint. | 1 | G2 | ai_workforce_intelligence
Tests are assuming non-existent authentication endpoints like `/auth/login`. | 1 | G2 | ai_workforce_intelligence
Assumes `/kpis/` endpoint implementation which does not exist in the intake or routes. | 1 | G2 | ai_workforce_intelligence
There is no KPI scoring engine logic as specified by intake. | 1 | G2 | ai_workforce_intelligence
The required integration README file is absent. | 1 | G2 | ai_workforce_intelligence
Hardcoded normalization rules in `normalize_score` function. | 1 | G2 | ai_workforce_intelligence
Incorrect import statement for `get_db` and `Base`. | 1 | G2 | ai_workforce_intelligence
README-INTEGRATION.md lacks detailed instructions on setting up Optional API Integrations from Phase 2. | 1 | G2 | ai_workforce_intelligence
`devDependencies` are missing. | 1 | G2 | ai_workforce_intelligence
The version field of `concurrently` should reflect its correct latest version, not `^7.6.0`. | 1 | G2 | ai_workforce_intelligence
Excessive placeholder functionality suggests preliminary readiness for future features. | 1 | G2 | ai_workforce_intelligence
The `normalize_score` function references the normalization rules directly with `rule.max_value` which assumes that this value will always be set, without any fallback or checks if it's missing. | 1 | G2 | ai_workforce_intelligence
Incorrect import path `from core.database import Base, get_db`. | 1 | G2 | ai_workforce_intelligence
Hardcoded KPI ID values in `kpiDefinitions` object. | 1 | G2 | ai_workforce_intelligence
Tests related to `Dashboard` and `Analytics` suggest features like "Analytics Dashboard" or "Showing main sections" which go beyond the defined intake requirements. | 1 | G2 | ai_workforce_intelligence
Missing `package.json` file from the build output. | 1 | G2 | freelance_invoice_tracker
The implementation includes membership tier configurations, which specify different features and limitations per tier, such as "Professional" and "Enterprise" tiers with advanced features. | 1 | G2 | freelance_invoice_tracker
The use of `nodemailer` for email delivery is not in compliance with the intake requirements. The intake specified the use of SendGrid for transactional emails. | 1 | G2 | freelance_invoice_tracker
The import statement for the `Invoice` model uses incorrect syntax for a pure Node.js environment; `import` should not be used if not transpiled. | 1 | G2 | freelance_invoice_tracker
Missing `teebu-saas-boilerplate` as a dependency. | 1 | G2 | freelance_invoice_tracker
Models and services appear to be using `mongoose` based logic rather than `sequelize`. | 1 | G2 | freelance_invoice_tracker
Uses `nodemailer` instead of `SendGrid` for email delivery. | 1 | G2 | freelance_invoice_tracker
Payment method handling does not reflect integration with `Stripe`. | 1 | G2 | freelance_invoice_tracker
Invoice generation logic is missing proper error handling around PDF generation. | 1 | G2 | freelance_invoice_tracker
Test files for business logic and components are missing (though acceptable as POC). | 1 | G2 | freelance_invoice_tracker
Using incorrect method `Client.findOne({ _id: clientId, userId })`. | 1 | G2 | freelance_invoice_tracker
Incorrect logic in `Invoice.findById` which does not exist on the `Invoice` model. | 1 | G2 | freelance_invoice_tracker
No test files found, which are required for production readiness. | 1 | G2 | freelance_invoice_tracker
Stripe configuration is implemented where it was expected to be integrated using boilerplate. | 1 | G2 | freelance_invoice_tracker
Database integration does not properly handle SQLite connection/global variable scope for concurrent requests. | 1 | G2 | wynwood_thoroughbreds
Error handling of Stripe webhooks lacks robustness, as it does not verify the JSON payload before event construction. | 1 | G2 | wynwood_thoroughbreds
Automated racing data updates are set to real-time frequency ("0 6 * * *" cron for daily scheduling) but should align with the intake requirement to provide a configuration between real-time and daily batch. | 1 | G2 | wynwood_thoroughbreds
The createTransporter method is incorrectly used (`nodemailer.createTransporter` should be `nodemailer.createTransport`). | 1 | G2 | wynwood_thoroughbreds
The `MEMBERSHIP_TIERS` array does not reflect the full starter prices ($500-2000 according to intake requirements). | 1 | G2 | wynwood_thoroughbreds
Significant logic beyond specified foundational requirements for automation and reporting, including configurable racing data updates and Shopify discount creation. | 1 | G2 | wynwood_thoroughbreds
Home route does not properly handle non-authenticated users and may result in leakage of user-specific views. | 1 | G2 | wynwood_thoroughbreds
Breeding analysis retrieval does not differentiate by membership tier properly. | 1 | G2 | wynwood_thoroughbreds
The node modules do not have "create-react-app" or any framework relating to mobile-responsive design. | 1 | G2 | wynwood_thoroughbreds
There is introductory information about "investment strategies" and "syndicate management," which are not included in intake requirements. | 1 | G2 | wynwood_thoroughbreds
The code attempts to retrieve users from an implied 'app' module but uses `require('../app').users || []`, which is not a suitable practice as it relies on the wrong approach for module sharing. | 1 | G2 | wynwood_thoroughbreds
Incorrectly uses `req.session.userTier` which remains undefined due to lack of assignment at authenticated entry points. | 1 | G2 | wynwood_thoroughbreds
The CSS contains styles enforced for font-family but lacks specific mention of multi-platform compatibility or special fonts potentially requested during intake. | 1 | G2 | wynwood_thoroughbreds
The JavaScript code is incomplete and cuts off, causing potential runtime errors. | 1 | G2 | wynwood_thoroughbreds
No implementation of report generation, payment failure handling, or member data privacy compliance mentioned. | 1 | G2 | wynwood_thoroughbreds
The artifact manifest file is missing, which should include checksums for all build artifacts. | 1 | G2 | wynwood_thoroughbreds
The file `build_state.json` is not specified as existing or correctly configured. | 1 | G2 | wynwood_thoroughbreds
The build output includes features not described in the intake requirements, such as VIP race experiences and premium events, and advanced portfolio management that weren't specified in the requirements. There was no mention of these features in the intake's high-level design (HLD) or component templates. | 1 | G2 | wynwood_thoroughbreds
The README.md mentions responsive design and full member dashboards, which are not specified in the intake documentation. | 1 | G2 | wynwood_thoroughbreds
The code attempts to cancel all active subscriptions for a user, which might not be specific to the current membership tier. | 1 | G2 | wynwood_thoroughbreds
The intake requirements suggest no discount for basic members, but a 10% discount is not explicitly necessary for premium members. This could imply an expectation not set in the requirements. | 1 | G2 | wynwood_thoroughbreds
Missing required artifact `README.md` | 1 | G2 | adversarial_ai_validator
Missing required artifact `package.json` | 1 | G2 | adversarial_ai_validator
Missing required code files for features | 1 | G2 | adversarial_ai_validator
Missing required test files | 1 | G2 | adversarial_ai_validator
Incorrect state | 1 | G2 | adversarial_ai_validator
Missing required README.md file with setup/installation instructions | 1 | G2 | adversarial_ai_validator
Missing required package.json file with dependencies | 1 | G2 | adversarial_ai_validator
Incorrect state; expected COMPLETED_CLOSED but found FAILED | 1 | G2 | adversarial_ai_validator
Intake requirements (block_b) are empty; unable to verify scope compliance against any initial requirements. | 1 | G2 | adversarial_ai_validator
The state should be COMPLETED_CLOSED but is set to FAILED. | 1 | G2 | adversarial_ai_validator
Missing required artifacts as per the intake requirements. | 1 | G2 | adversarial_ai_validator
The manifest indicates fewer than the required 7 artifacts. | 1 | G2 | adversarial_ai_validator
The backend route for "stables" is missing required routes not adhering to intake. | 1 | G2 | wynwood_thoroughbreds_p1
The backend route for "horses" is missing required routes not adhering to intake. | 1 | G2 | wynwood_thoroughbreds_p1
There is a lacking schema integration within the update routes leading to improper data handling. | 1 | G2 | wynwood_thoroughbreds_p1
The `status` field does not comply with intake requirements. | 1 | G2 | wynwood_thoroughbreds_p1
The model includes excess field properties not covered by the intake. | 1 | G2 | wynwood_thoroughbreds_p1
The `Horse` model contains a property `status` which is not specified in the intake. | 1 | G2 | wynwood_thoroughbreds_p1
The `Update` model contains a property `status` which is not specified in the intake. | 1 | G2 | wynwood_thoroughbreds_p1
The `Stable` model includes a default field `status` which is not specified in the intake. | 1 | G2 | wynwood_thoroughbreds_p1
The `status` field is included in the Update model but is not defined in the intake specifications. | 1 | G2 | wynwood_thoroughbreds_p1
The `status` column is present in the migration but is not specified in the intake requirements for the stable updates table. | 1 | G2 | wynwood_thoroughbreds_p1
No test files were included in the build output. | 1 | G2 | ai_workforce_intelligence
The file includes tier definitions for features not in the intake specification. | 1 | G2 | ai_workforce_intelligence
The file includes integration logic for Workday and BambooHR, which are phase 2 features. | 1 | G2 | ai_workforce_intelligence
Like the WorkdayService, this file includes integration logic for phase 2. | 1 | G2 | ai_workforce_intelligence
Missing required file `README-INTEGRATION.md` | 1 | G2 | ai_workforce_intelligence
Inconsistency in method for generating KPI IDs and keys. | 1 | G2 | ai_workforce_intelligence
File placement should be inside `business/frontend/pages/` according to requirements. | 1 | G2 | ai_workforce_intelligence
The integration guide references are not providing enough detail for the deployment setup given in-phase setup. | 1 | G2 | ai_workforce_intelligence
Routing seems implied but is not specific on utilization within page components. | 1 | G2 | ai_workforce_intelligence
Phase 2 API endpoint stubs are present but should not be until Phase 2 execution. | 1 | G2 | ai_workforce_intelligence
Hardcoded access to `ai_result["content"]` without checking for key existence or error handling. | 1 | G2 | ai_workforce_intelligence
Attempt to access a potentially nonexistent property `content` from `ai_result`. | 1 | G2 | ai_workforce_intelligence
Critical missing `README-INTEGRATION.md` that should provide integration instructions. | 1 | G2 | ai_workforce_intelligence
`business/package.json` file is missing. | 1 | G2 | ai_workforce_intelligence
Potential null reference error if `ai_result` is not returned correctly. | 1 | G2 | ai_workforce_intelligence
Integration status endpoints are included that were not mentioned in the intake requirements for Phase 1. | 1 | G2 | ai_workforce_intelligence
Generates additional recommendations not explicitly detailed in the intake. | 1 | G2 | ai_workforce_intelligence
Incomplete HTML tag causing syntax error and potential rendering issues due to abruptly ending line. | 1 | G2 | ai_workforce_intelligence
The file `business/README-INTEGRATION.md` is present yet not formatted to align perfectly with high-level overview requirement. | 1 | G2 | ai_workforce_intelligence
Missing null check for `data.get("assessment_data", {})` in `create_report` | 1 | G2 | ai_workforce_intelligence
`_create_kpi_result` method calls `call_ai` without checking if `ai_result` is None | 1 | G2 | ai_workforce_intelligence
Hardcoded date in `configure_integration` | 1 | G2 | ai_workforce_intelligence
Direct manipulation of window location | 1 | G2 | ai_workforce_intelligence
Document references future phase integrations in phase 1 | 1 | G2 | ai_workforce_intelligence
`backend/tests/test_report_generator.py` appears in output but not in required tests | 1 | G2 | ai_workforce_intelligence
In-memory `reports_db` is used for storing reports. | 1 | G2 | ai_workforce_intelligence
In-memory `integration_configs` is used for storing integration configurations. | 1 | G2 | ai_workforce_intelligence
Missing test files. While tests are optional for POC, their absence was noted. | 1 | G2 | ai_workforce_intelligence
Narrative summary appears to be generated without leveraging the detailed AI-powered analysis or insights. | 1 | G2 | ai_workforce_intelligence
`recommendations` and `narrative_content` fields in `Report` model not explicitly called out in intake. | 1 | G2 | ai_workforce_intelligence
The README-INTEGRATION.md is present but does not contain a complete integration guide. | 1 | G2 | ai_workforce_intelligence
The `package.json` does not include dependencies or scripts specific to the backend, which would be needed to run a complete build. | 1 | G2 | ai_workforce_intelligence
Use of tenant ID directly from user data without additional verification or handling for authorization. | 1 | G2 | ai_workforce_intelligence
The integration instructions in the `README-INTEGRATION.md` are incomplete. | 1 | G2 | ai_workforce_intelligence
Missing essential script for building the frontend application. | 1 | G2 | ai_workforce_intelligence
Implementation includes endpoints for future HR integrations. | 1 | G2 | ai_workforce_intelligence
The service generates recommendations and insights that were not specified in the intake requirement. | 1 | G2 | ai_workforce_intelligence
Attempting to access `undefined` properties such as `report.title` could lead to runtime errors. | 1 | G2 | ai_workforce_intelligence
Client validation queries assessment instead of client. | 1 | G2 | ai_workforce_intelligence
Caching and repetition of client data. | 1 | G2 | ai_workforce_intelligence
Phase 2 code attempts exist that can create confusion. | 1 | G2 | ai_workforce_intelligence
Inconsistently implemented features like AI readiness level which aren't specified in intake. | 1 | G2 | ai_workforce_intelligence
No implementation of "KPI scoring engine" mentioned in must-have features. | 1 | G2 | ai_workforce_intelligence
No implementation of "downloadable executive report" feature in must-have features. | 1 | G2 | ai_workforce_intelligence
Incomplete documentation on setting up database tables. | 1 | G2 | ai_workforce_intelligence
Incorrectly defined default return of an empty dictionary for `calculate_kpis` method. | 1 | G2 | ai_workforce_intelligence
`generate_report` endpoint does not fetch required data to generate the report. | 1 | G2 | ai_workforce_intelligence
No handling of KPI normalization descriptions from intake. | 1 | G2 | ai_workforce_intelligence
The requirement states that all expected fields for breeding must be implemented. | 1 | G2 | wynwood_thoroughbreds_p1
This is a standard requirement to validate essential horse information. | 1 | G2 | wynwood_thoroughbreds_p1
Standard procedures for compliance dictate that all required fields are validated. | 1 | G2 | wynwood_thoroughbreds_p1
The code does not properly retrieve and utilize the access token for making API fetch calls. | 1 | G2 | wynwood_thoroughbreds_p1
The implementation does not check all necessary fields according to the intake specifications. | 1 | G2 | wynwood_thoroughbreds_p1
The horse submission lacks comprehensive requirements, requiring full validation checks. | 1 | G2 | wynwood_thoroughbreds_p1
Missing checks on essential fields may lead to incomplete data submissions within the platform. | 1 | G2 | wynwood_thoroughbreds_p1
The code is correctly retrieving the access token but not using it optimally. | 1 | G2 | wynwood_thoroughbreds_p1
There is no route specified in intake for listing members. | 1 | G2 | wynwood_thoroughbreds_p1
The method is called without checking if the member exists before attempting to update it. | 1 | G2 | wynwood_thoroughbreds_p1
Same as above; it does not check for the existence of the breeding record before operations. | 1 | G2 | wynwood_thoroughbreds_p1
The `breeding_status` field in the model does not appear to be documented in the intake specifications. | 1 | G2 | wynwood_thoroughbreds_p1
The model should not reimplement any core base expectations provided by the framework. | 1 | G2 | invoicetool_s05_make_payments_wire_stripe_payment_processing_using_boi
Missing implementation of Shopify store connection for merchandise, as specified in the HLD document. | 1 | G2 | wynwood_thoroughbreds
The Shopify store connection for merchandise is missing, which was explicitly mentioned in the intake requirements as task T006. | 1 | G2 | wynwood_thoroughbreds
The `status` column defaults to `pending`, which was not specified in the intake as an allowed status. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
Licensing to view analysis history was not specified in the intake. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The default status field introduces a value ("pending") that is not specified in the intake documentation. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The page fails to implement proper routing for analysis history as required by intake. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
The default status field introduces a value "pending" that is not aligned with the intake document. | 1 | G2 | adversarial_ai_validator_integrate_anthropic_sdk_for_advocate_rol
Incorrect instantiation of `Client` model. The `Client` model constructor expects an object with specific properties, but the `createClient()` method is passing parameters directly. | 1 | G2 | ai_workforce_intelligence
While test coverage is considered a nice-to-have for a POC, it is still required according to the tighter QA guidelines provided for this build (marked as MEDIUM rather than HIGH due to POC nature). | 1 | G2 | ai_workforce_intelligence
Missing unit and integration test files for implemented models and services. | 1 | G2 | ai_workforce_intelligence
Includes functionality for Workday and BambooHR API integrations, currently not required by phase 1 of the intake. | 1 | G2 | ai_workforce_intelligence
Intake KPI 'QA' has no implementation in any service or route. | 1 | G6 | invoicetool_s08_email_notifications_for_invoice_status
Messaging system for the founder does not seem to work as intended. When a message is sent, there should be feedback or interaction with the backend for message storage. | 1 | G2 | wynwood_thoroughbreds
The payment system uses a demo key which is not suitable for real transactions. This violates the need for a valid payment processor as per intake specifications. | 1 | G2 | wynwood_thoroughbreds
The build output includes a README file with instructions for installing and running a local instance, but the intake requirements did not mention the need for user or developer documentation. | 1 | G2 | wynwood_thoroughbreds
PaymentProcessor initialization is being attempted twice, causing potential redundant operations or errors. | 1 | G2 | wynwood_thoroughbreds
Page title mentions "Wynwood Soccer League" instead of "Wynwood Thoroughbreds", which causes confusion. | 1 | G2 | wynwood_thoroughbreds
References to "Wynwood Soccer League" instead of the correct project "Wynwood Thoroughbreds" throughout the code and documentation. | 1 | G2 | wynwood_thoroughbreds
Additional rate limiting and helmet security configurations were added which are beyond the original intake document. | 1 | G2 | wynwood_thoroughbreds
The implemented `MockRacingDataService` includes breeding insights which are not explicitly listed in the intake requirements. | 1 | G2 | wynwood_thoroughbreds
The "Syndications" page includes syndication investment functionality, which is not detailed in the intake requirements. | 1 | G2 | wynwood_thoroughbreds
Missing checksums for various files within the artifact_manifest.json. | 1 | G2 | wynwood_thoroughbreds
Event management and registration are not part of the original intake scope. | 1 | G2 | wynwood_thoroughbreds
The README.md file is missing from the list of artifacts. | 1 | G2 | wynwood_thoroughbreds
README.md file is missing. | 1 | G2 | wynwood_thoroughbreds
The artifact_manifest.json file listing all files with checksums and the build_state.json file showing the state as COMPLETED_CLOSED are missing. | 1 | G2 | wynwood_thoroughbreds
The README.md file is missing from the build output. | 1 | G2 | wynwood_thoroughbreds
Missing full list of checksums in artifact_manifest.json. Some files are in rolling builds, missing final entry. | 1 | G2 | wynwood_thoroughbreds
The JSX code is incomplete as it seems to cut off content. | 1 | G2 | wynwood_thoroughbreds
The mock data and implementation in services do not save data to or retrieve data from an actual database, which might be missing from tasks. | 1 | G2 | wynwood_thoroughbreds
No mention or outline of shopify store integration for merchandise, although it was specified in the HLD. | 1 | G2 | wynwood_thoroughbreds
Missing implementation to mock the Supabase client in member tests. | 1 | G2 | wynwood_thoroughbreds
The expected output should include "tasks completed" and "artifacts generated" matching the intake requirements. | 1 | G2 | wynwood_thoroughbreds
Implementing SMS notifications and exclusive access communication features. | 1 | G2 | wynwood_thoroughbreds
No `.jsx` files found in the build output. | 1 | G2 | ai_workforce_intelligence_p1
The intake explicitly states that no status field should be included in the models. | 1 | G2 | ai_workforce_intelligence_p1
The intake explicitly states that no owner field should be included in the models. | 1 | G2 | ai_workforce_intelligence_p1
Function `generate_benchmark_insights` is missing verification for `industry` input, leading to potential inconsistency in insights generation. | 1 | G2 | ai_workforce_intelligence
The `generate_report` function attempts to generate reports in JSON format without proper condition checks or specification in intake. | 1 | G2 | ai_workforce_intelligence
The calculation for the `overallScore` seems incorrect. The performance score is calculated using the workforce score instead of performance-specific metrics. | 1 | G2 | ai_workforce_intelligence
The endpoint `/assessments` uses `flask_jwt_extended` which may not align with the `auth_rbac_template` from the boilerplate if JWT configuration is different. Specific compliance with role-based access requires verification. | 1 | G2 | ai_workforce_intelligence
The method `generateActionPlan` introduces action plan generation which might not have been explicitly required for first release unless implied by "automated report generation." | 1 | G2 | ai_workforce_intelligence
The `HRISIntegrationService` is incorrectly referenced as `HRIS` in the continuation part of the file. | 1 | G2 | ai_workforce_intelligence
The usage of in-memory data stores (e.g., `clients_db` and `assessments_db`) instead of a database contradicts the boilerplate's infrastructure that includes database models, migrations, and ORM setup. | 1 | G2 | ai_workforce_intelligence
Incorrect handling of cases where the client might not be found, causing the clientName to default to 'Unknown'. | 1 | G2 | ai_workforce_intelligence
The function allows data import to start without checking again if the client is selected, which can lead to importing data to an unknown client. | 1 | G2 | ai_workforce_intelligence
